,R_fighter,B_fighter,Referee,date,location,Winner,Title Fight,weight_class,B Rounds,B Title Fights,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_Stance,B_Weight_lbs,R Rounds,R Title Fights,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_Stance,R_Weight_lbs,B_age,R_age,R_Age Range,B_Age Range
477,Marina Rodriguez,Cynthia Calvillo,Fernando Yamasaki,12/7/2019,"Washington, DC, USA",Draw,False,WomenStrawweight,14,0,3,0,3,5,1,0,2,0,3,Orthodox,125,9,0,0,1,2,2,1,0,2,0,0,Orthodox,115,32.0,32.0,Experienced,Experienced
478,Alistair Overeem,Jairzinho Rozenstruik,Dan Miragliotta,12/7/2019,"Washington, DC, USA",Blue,False,Heavyweight,4,0,3,0,3,3,0,0,0,3,0,Orthodox,242,30,1,1,0,4,10,6,0,2,7,0,Orthodox,265,31.0,39.0,Veteran,Experienced
479,Aspen Ladd,Yana Kunitskaya,Keith Peterson,12/7/2019,"Washington, DC, USA",Red,False,WomenBantamweight,7,1,0,1,2,2,1,0,2,0,0,Orthodox,135,7,0,3,0,3,3,1,0,1,2,0,Orthodox,135,30.0,24.0,Young Prospect,Experienced
480,Rob Font,Ricky Simon,Fernando Yamasaki,12/7/2019,"Washington, DC, USA",Red,False,Bantamweight,10,0,3,0,3,3,1,0,2,1,0,Orthodox,135,18,0,2,0,2,6,3,0,1,4,1,Orthodox,135,27.0,32.0,Experienced,Young Prospect
481,Cody Stamann,Song Yadong,Kevin Mulhall,12/7/2019,"Washington, DC, USA",Draw,False,Bantamweight,7,0,4,0,4,4,0,0,1,2,1,Orthodox,145,14,0,3,0,3,4,1,0,2,0,0,Orthodox,145,22.0,30.0,Experienced,Young Prospect
482,Stefan Struve,Ben Rothwell,Dan Miragliotta,12/7/2019,"Washington, DC, USA",Blue,False,Heavyweight,29,0,0,1,4,6,6,0,1,3,2,Orthodox,265,43,0,0,1,4,13,9,0,1,5,6,Orthodox,265,38.0,31.0,Experienced,Veteran
483,Thiago Alves,Tim Means,Keith Peterson,12/7/2019,"Washington, DC, USA",Blue,False,Welterweight,42,0,2,0,4,10,9,0,3,5,1,Orthodox,170,64,1,0,1,7,15,11,0,5,7,1,Orthodox,170,35.0,36.0,Experienced,Experienced
484,Joe Solecki,Matt Wiman,Fernando Yamasaki,12/7/2019,"Washington, DC, USA",Red,False,Lightweight,36,0,0,1,4,10,6,0,5,2,3,Orthodox,155,0,0,0,0,0,0,0,0,0,0,0,Orthodox,155,36.0,26.0,Young Prospect,Experienced
485,Bryce Mitchell,Matt Sayles,Dan Miragliotta,12/7/2019,"Washington, DC, USA",Red,False,Featherweight,6,0,0,1,1,1,1,0,0,0,1,Orthodox,145,6,0,2,0,2,2,0,0,1,0,0,Southpaw,145,25.0,25.0,Young Prospect,Young Prospect
486,Makhmud Muradov,Trevor Smith,Kevin Mulhall,12/7/2019,"Washington, DC, USA",Red,False,Middleweight,29,0,0,1,2,5,6,0,4,0,0,Orthodox,185,3,0,1,0,1,1,0,0,1,0,0,Orthodox,185,38.0,29.0,Experienced,Veteran
487,Sergio Moraes,James Krause,Fernando Portella,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Welterweight,23,0,1,0,5,7,3,0,3,2,2,Orthodox,170,34,1,0,1,4,8,5,0,2,1,3,Orthodox,170,33.0,37.0,Experienced,Experienced
488,Charles Oliveira,Jared Gordon,Osiris Maia,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Red,False,Lightweight,12,0,2,0,2,3,2,0,2,1,0,Orthodox,145,44,0,2,0,5,15,9,0,1,1,13,Orthodox,155,31.0,30.0,Experienced,Experienced
489,Jan Blachowicz,Jacare Souza,Kevin MacDonald,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Red,False,LightHeavyweight,28,0,5,0,5,9,4,0,1,4,4,Orthodox,185,31,0,1,0,4,7,5,0,3,2,2,Orthodox,205,39.0,36.0,Experienced,Veteran
490,Ricardo Ramos,Eduardo Garagorri,Camila Albuquerque,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Red,False,Featherweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,145,13,0,3,0,3,4,1,0,2,1,0,Orthodox,145,30.0,24.0,Young Prospect,Experienced
491,Mauricio Rua,Paul Craig,Jerin Valel,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Draw,False,LightHeavyweight,15,0,1,0,1,4,4,0,0,0,4,Orthodox,205,48,3,0,1,3,10,9,0,1,8,0,Orthodox,205,31.0,37.0,Experienced,Experienced
492,Markus Perez,Wellington Turman,Eduardo Herdy,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Middleweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,185,9,0,0,1,1,2,2,0,0,0,2,Orthodox,185,23.0,31.0,Experienced,Young Prospect
493,Warlley Alves,Randy Brown,Kevin MacDonald,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Welterweight,21,0,1,0,2,5,3,0,2,2,1,Orthodox,170,25,1,4,0,4,7,3,0,2,1,3,Orthodox,170,29.0,28.0,Experienced,Experienced
494,Douglas Silva de Andrade,Renan Barao,Osiris Maia,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Red,False,Featherweight,48,6,7,0,7,9,7,0,4,2,3,Orthodox,145,16,0,0,1,2,3,3,0,2,1,0,Orthodox,145,32.0,34.0,Experienced,Experienced
495,Francisco Trinaldo,Bobby Green,Eduardo Herdy,11/16/2019,"Sao Paulo, Sao Paulo, Brazil",Red,False,Lightweight,26,0,4,0,4,5,5,0,2,1,1,Orthodox,155,47,0,1,0,7,13,6,0,6,3,2,Southpaw,155,33.0,41.0,Veteran,Experienced
496,Alexander Volkov,Greg Hardy,Leon Roberts,11/9/2019,"Moscow, Moscow, Russia",Red,False,Heavyweight,7,0,0,1,2,2,2,0,0,2,0,Orthodox,265,16,0,4,0,4,4,1,0,1,2,0,Orthodox,250,31.0,31.0,Experienced,Experienced
497,Shamil Gamzatov,Klidson Abreu,Leon Roberts,11/9/2019,"Moscow, Moscow, Russia",Red,False,LightHeavyweight,6,0,0,1,1,1,1,0,1,0,0,Orthodox,205,0,0,0,0,0,0,0,0,0,0,0,Orthodox,205,26.0,29.0,Experienced,Young Prospect
498,Zelim Imadaev,Danny Roberts,Rich Mitchell,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Welterweight,18,0,2,0,2,5,4,0,1,2,1,Southpaw,170,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,32.0,24.0,Young Prospect,Experienced
499,Rustam Khabilov,Sergey Khandozhko,Rich Mitchell,11/9/2019,"Moscow, Moscow, Russia",Red,False,Welterweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,170,33,0,3,0,6,9,3,0,6,1,0,Orthodox,155,27.0,33.0,Experienced,Young Prospect
500,Khadis Ibragimov,Ed Herman,VyacheslavKiselev,11/9/2019,"Moscow, Moscow, Russia",Blue,False,LightHeavyweight,48,1,0,2,3,11,11,0,2,4,4,Orthodox,205,3,0,0,1,0,0,1,0,0,0,0,Orthodox,205,39.0,24.0,Young Prospect,Veteran
501,Ramazan Emeev,Anthony Rocco Martin,Marc Goddard,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Welterweight,35,0,0,2,4,8,5,0,4,1,3,Orthodox,170,9,0,3,0,3,3,0,0,3,0,0,Southpaw,170,29.0,32.0,Experienced,Experienced
502,Zabit Magomedsharipov,Calvin Kattar,Marc Goddard,11/9/2019,"Moscow, Moscow, Russia",Red,False,Featherweight,11,0,2,0,2,4,1,0,1,3,0,Orthodox,145,13,0,5,0,5,5,0,0,2,0,3,Orthodox,145,31.0,28.0,Experienced,Experienced
503,Magomed Ankalaev,Dalcha Lungiambula,Marc Goddard,11/9/2019,"Moscow, Moscow, Russia",Red,False,LightHeavyweight,3,0,1,0,1,1,0,0,0,1,0,Orthodox,185,7,0,0,1,2,2,1,0,1,1,0,Orthodox,205,32.0,27.0,Young Prospect,Experienced
504,Abubakar Nurmagomedov,David Zawada,Marc Goddard,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Welterweight,6,0,0,2,0,0,2,0,0,0,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,29.0,29.0,Experienced,Experienced
505,Roman Kopylov,Karl Roberson,VyacheslavKiselev,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Middleweight,9,0,1,0,1,3,2,0,1,0,1,Southpaw,185,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185,29.0,28.0,Experienced,Experienced
506,Alexander Yakovlev,Roosevelt Roberts,Leon Roberts,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Lightweight,7,0,2,0,2,2,1,0,1,0,1,Orthodox,155,17,0,0,2,2,3,4,0,1,1,1,Southpaw,155,25.0,35.0,Experienced,Young Prospect
507,Jessica-Rose Clark,Pannie Kianzad,Rich Mitchell,11/9/2019,"Moscow, Moscow, Russia",Blue,False,WomenBantamweight,5,1,0,2,0,0,2,0,0,0,0,Orthodox,135,9,0,2,0,2,2,1,0,1,0,0,Orthodox,125,27.0,31.0,Experienced,Young Prospect
508,Grigory Popov,Davey Grant,VyacheslavKiselev,11/9/2019,"Moscow, Moscow, Russia",Blue,False,Bantamweight,9,1,0,1,1,1,3,0,1,0,0,Orthodox,135,2,0,0,1,0,0,1,0,0,0,0,Switch,135,33.0,35.0,Experienced,Experienced
509,Kevin Lee,Gregor Gillespie,Dan Miragliotta,11/2/2019,"New York City, New York, USA",Red,False,Lightweight,11,0,6,0,6,6,0,0,1,3,2,Orthodox,155,40,1,0,1,5,10,5,0,3,1,4,Orthodox,170,32.0,27.0,Young Prospect,Experienced
510,Stephen Thompson,Vicente Luque,Keith Peterson,11/2/2019,"New York City, New York, USA",Red,False,Welterweight,22,0,0,1,6,10,2,0,0,6,3,Orthodox,170,40,2,1,0,7,9,5,0,4,5,0,Orthodox,170,27.0,36.0,Experienced,Young Prospect
511,Jorge Masvidal,Nate Diaz,Dan Miragliotta,11/2/2019,"New York City, New York, USA",Red,False,Welterweight,60,2,5,0,5,15,9,0,3,2,9,Southpaw,170,44,0,2,0,3,11,6,0,5,5,1,Orthodox,170,34.0,34.0,Experienced,Experienced
512,Shane Burgos,Makwan Amirkhani,Keith Peterson,11/2/2019,"New York City, New York, USA",Red,False,Featherweight,13,0,3,0,3,5,1,0,1,1,2,Southpaw,145,16,0,3,0,3,5,1,0,2,1,1,Orthodox,145,30.0,28.0,Experienced,Experienced
513,Corey Anderson,Johnny Walker,Kevin MacDonald,11/2/2019,"New York City, New York, USA",Red,False,LightHeavyweight,3,0,3,0,3,3,0,0,0,3,0,Orthodox,205,34,1,2,0,3,9,4,0,7,2,0,Orthodox,205,27.0,30.0,Experienced,Young Prospect
514,Kelvin Gastelum,Darren Till,Kevin MacDonald,11/2/2019,"New York City, New York, USA",Blue,False,Middleweight,21,1,1,0,4,5,3,0,3,2,0,Southpaw,185,40,2,5,0,5,10,5,0,2,3,2,Southpaw,185,26.0,28.0,Experienced,Young Prospect
515,Derrick Lewis,Blagoy Ivanov,Todd Ronald Anderson,11/2/2019,"New York City, New York, USA",Red,False,Heavyweight,11,0,0,1,2,2,1,0,2,0,0,Southpaw,250,38,1,2,0,6,12,5,0,1,10,0,Orthodox,260,33.0,34.0,Experienced,Experienced
516,Brad Tavares,Edmen Shahbazyan,Todd Ronald Anderson,11/2/2019,"New York City, New York, USA",Blue,False,Middleweight,5,0,3,0,3,3,0,0,0,1,1,Orthodox,185,48,0,2,0,5,12,5,0,8,2,0,Orthodox,185,21.0,31.0,Experienced,Young Prospect
517,Andrei Arlovski,Jairzinho Rozenstruik,Dan Miragliotta,11/2/2019,"New York City, New York, USA",Blue,False,Heavyweight,3,0,2,0,2,2,0,0,0,2,0,Orthodox,242,65,5,1,0,7,17,13,0,5,9,2,Orthodox,240,31.0,40.0,Veteran,Experienced
518,Katlyn Chookagian,Jennifer Maia,Kevin MacDonald,11/2/2019,"New York City, New York, USA",Red,False,WomenFlyweight,9,0,0,1,2,2,1,0,2,0,0,Orthodox,125,21,0,1,0,3,5,2,0,4,0,0,Orthodox,125,31.0,30.0,Experienced,Experienced
519,Julio Arce,Hakeem Dawodu,Todd Ronald Anderson,11/2/2019,"New York City, New York, USA",Blue,False,Featherweight,10,0,0,1,3,3,1,0,1,1,0,Orthodox,145,12,0,2,0,2,3,1,0,1,1,1,Southpaw,145,28.0,30.0,Experienced,Experienced
520,Lyman Good,Chance Rencountre,Keith Peterson,11/2/2019,"New York City, New York, USA",Red,False,Welterweight,7,0,0,1,2,2,1,0,1,0,1,Southpaw,170,7,0,1,0,1,2,2,0,0,2,0,Orthodox,170,32.0,34.0,Experienced,Experienced
521,Michael Johnson,Stevie Ray,Leon Roberts,10/26/2019,"Kallang, Singapore",Blue,False,Lightweight,23,0,3,0,3,6,4,0,2,2,0,Southpaw,155,53,1,0,1,4,11,10,0,6,4,0,Southpaw,155,29.0,33.0,Experienced,Experienced
522,Enrique Barzola,Movsar Evloev,Leon Roberts,10/26/2019,"Kallang, Singapore",Blue,False,Featherweight,3,0,1,0,1,1,0,0,1,0,0,Orthodox,145,24,1,1,0,4,6,2,0,5,0,0,Orthodox,145,25.0,30.0,Experienced,Young Prospect
523,Randa Markos,Ashley Yoder,Daniel Movahedi,10/26/2019,"Kallang, Singapore",Red,False,WomenStrawweight,15,0,0,3,2,2,3,0,1,0,0,Southpaw,115,32,0,0,1,1,5,7,0,3,0,1,Orthodox,115,32.0,34.0,Experienced,Experienced
524,Frank Camacho,Beneil Dariush,Kevin Sataki,10/26/2019,"Kallang, Singapore",Blue,False,Lightweight,32,0,1,0,5,10,5,0,4,1,4,Southpaw,155,13,0,0,1,1,2,3,0,0,1,0,Orthodox,170,30.0,30.0,Experienced,Experienced
525,Muslim Salikhov,Laureano Staropoli,Thomas Fan,10/26/2019,"Kallang, Singapore",Red,False,Welterweight,6,0,2,0,2,2,0,0,2,0,0,Orthodox,170,5,0,0,1,2,2,1,0,0,2,0,Orthodox,170,26.0,35.0,Experienced,Young Prospect
526,Demian Maia,Ben Askren,Herb Dean,10/26/2019,"Kallang, Singapore",Red,False,Welterweight,2,0,1,0,1,1,1,0,0,0,1,Orthodox,170,82,2,5,0,7,21,9,0,8,1,10,Southpaw,170,35.0,41.0,Veteran,Experienced
527,Alex White,Rafael Fiziev,Kevin Sataki,10/26/2019,"Kallang, Singapore",Blue,False,Lightweight,1,0,0,1,0,0,1,0,0,0,0,Switch,155,22,0,1,0,1,4,5,0,2,2,0,Southpaw,155,26.0,31.0,Experienced,Young Prospect
528,Maurice Greene,Sergei Pavlovich,Herb Dean,10/26/2019,"Kallang, Singapore",Blue,False,Heavyweight,2,0,0,1,1,1,1,0,0,1,0,Southpaw,257,5,0,3,0,3,3,0,0,0,1,1,Orthodox,258,27.0,33.0,Experienced,Young Prospect
529,Loma Lookboonmee,Aleksandra Albu,Daniel Movahedi,10/26/2019,"Kallang, Singapore",Red,False,WomenStrawweight,6,0,2,0,2,2,1,0,1,0,1,Orthodox,115,0,0,0,0,0,0,0,0,0,0,0,Orthodox,115,29.0,23.0,Young Prospect,Experienced
530,Raphael Pessoa,Jeff Hughes,Thomas Fan,10/26/2019,"Kallang, Singapore",Red,False,Heavyweight,4,0,0,2,0,0,2,0,0,0,0,Orthodox,250,1,0,0,1,0,0,1,0,0,0,0,Orthodox,262,31.0,30.0,Experienced,Experienced
531,Maycee Barber,Gillian Robertson,Gary Forman,10/18/2019,"Boston, Massachusetts, USA",Red,False,WomenFlyweight,8,0,2,0,2,4,1,0,0,1,3,Orthodox,125,4,0,2,0,2,2,0,0,0,2,0,Switch,125,24.0,21.0,Young Prospect,Young Prospect
532,Deron Winn,Darren Stewart,Steve Rita,10/18/2019,"Boston, Massachusetts, USA",Blue,False,Middleweight,17,0,0,4,2,3,5,0,1,2,0,Orthodox,185,3,0,1,0,1,1,0,0,1,0,0,Orthodox,185,28.0,30.0,Experienced,Experienced
533,Charles Rosa,Manny Bermudez,Kevin MacDonald,10/18/2019,"Boston, Massachusetts, USA",Red,False,Featherweight,7,0,3,0,3,3,1,0,0,0,3,Orthodox,145,15,0,0,1,1,2,3,0,1,0,1,Switch,145,25.0,33.0,Experienced,Young Prospect
534,Dominick Reyes,Chris Weidman,Herb Dean,10/18/2019,"Boston, Massachusetts, USA",Red,False,LightHeavyweight,35,5,9,0,9,10,4,0,3,4,3,Orthodox,185,9,0,5,0,5,5,0,0,1,2,1,Southpaw,205,35.0,29.0,Experienced,Experienced
535,Yair Rodriguez,Jeremy Stephens,Kevin MacDonald,10/18/2019,"Boston, Massachusetts, USA",Red,False,Featherweight,80,0,0,1,3,15,16,0,6,7,0,Orthodox,145,26,1,6,0,6,7,2,0,2,3,0,Orthodox,145,33.0,27.0,Young Prospect,Experienced
536,Randy Costa,Boston Salmon,Herb Dean,10/18/2019,"Boston, Massachusetts, USA",Red,False,Bantamweight,1,0,0,1,0,0,1,0,0,0,0,Southpaw,135,2,0,0,1,0,0,1,0,0,0,0,Switch,135,28.0,25.0,Young Prospect,Experienced
537,Brendan Allen,Kevin Holland,Steve Rita,10/18/2019,"Boston, Massachusetts, USA",Red,False,Middleweight,12,0,0,1,3,3,1,0,1,0,1,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,26.0,23.0,Young Prospect,Young Prospect
538,Ryan Spann,Devin Clark,Michael Cardoso,10/12/2019,"Tampa, Florida, USA",Red,False,LightHeavyweight,16,0,0,1,2,4,3,0,4,0,0,Orthodox,205,4,0,2,0,2,2,0,0,1,1,0,Orthodox,205,29.0,28.0,Experienced,Experienced
539,Mackenzie Dern,Amanda Ribas,Michael Cardoso,10/12/2019,"Tampa, Florida, USA",Blue,False,WomenStrawweight,2,0,1,0,1,1,0,0,0,0,1,Orthodox,125,4,0,2,0,2,2,0,0,0,0,1,Orthodox,115,26.0,26.0,Young Prospect,Young Prospect
540,Mike Davis,Thomas Gifford,Andrew Glenn,10/12/2019,"Tampa, Florida, USA",Red,False,Lightweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,155,2,0,0,1,0,0,1,0,0,0,0,Orthodox,145,27.0,27.0,Young Prospect,Young Prospect
541,Cub Swanson,Kron Gracie,Kevin MacDonald,10/12/2019,"Tampa, Florida, USA",Red,False,Featherweight,1,0,1,0,1,1,0,0,0,0,1,Southpaw,145,49,0,0,1,6,10,7,0,6,4,0,Orthodox,145,31.0,35.0,Experienced,Experienced
542,Matt Frevola,Luis Pena,Herb Dean,10/12/2019,"Tampa, Florida, USA",Red,False,Lightweight,10,0,1,0,2,3,1,0,1,1,1,Southpaw,155,7,0,0,2,1,1,2,0,1,0,0,Orthodox,155,26.0,29.0,Experienced,Young Prospect
543,Eryk Anders,Gerald Meerschaert,Kevin MacDonald,10/12/2019,"Tampa, Florida, USA",Red,False,Middleweight,15,0,2,0,2,5,3,0,0,1,4,Southpaw,185,22,0,2,0,2,4,4,0,1,3,0,Southpaw,185,31.0,32.0,Experienced,Experienced
544,Joanna Jedrzejczyk,Michelle Waterson,Herb Dean,10/12/2019,"Tampa, Florida, USA",Red,False,WomenStrawweight,18,0,2,0,3,5,2,0,2,0,2,Orthodox,115,45,9,8,0,8,9,3,0,6,2,0,Orthodox,115,33.0,32.0,Experienced,Experienced
545,Niko Price,James Vick,Herb Dean,10/12/2019,"Tampa, Florida, USA",Red,False,Welterweight,26,0,5,0,5,9,4,0,4,2,3,Orthodox,155,14,0,1,0,2,5,4,0,0,3,2,Orthodox,170,32.0,30.0,Experienced,Experienced
546,Max Griffin,Alex Morono,Herb Dean,10/12/2019,"Tampa, Florida, USA",Blue,False,Welterweight,19,0,2,0,2,5,3,0,2,1,1,Orthodox,170,19,0,0,1,1,3,4,0,1,1,0,Orthodox,170,29.0,33.0,Experienced,Experienced
547,Deiveson Figueiredo,Tim Elliott,Kevin MacDonald,10/12/2019,"Tampa, Florida, USA",Red,False,Flyweight,27,1,0,1,2,4,6,0,3,0,1,Southpaw,125,15,0,4,0,4,5,1,0,1,3,0,Orthodox,125,32.0,31.0,Experienced,Experienced
548,Marlon Vera,Andre Ewell,Andrew Glenn,10/12/2019,"Tampa, Florida, USA",Red,False,Bantamweight,9,0,1,0,1,2,1,0,1,0,0,Southpaw,135,28,0,0,1,4,8,4,0,1,3,4,Switch,135,31.0,26.0,Young Prospect,Experienced
549,Miguel Baeza,Hector Aldana,Michael Cardoso,10/12/2019,"Tampa, Florida, USA",Red,False,Welterweight,5,0,0,2,0,0,2,0,0,0,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170,31.0,27.0,Young Prospect,Experienced
550,Marvin Vettori,Andrew Sanchez,Herb Dean,10/12/2019,"Tampa, Florida, USA",Red,False,Middleweight,18,1,2,0,2,4,2,0,4,0,0,Orthodox,185,16,0,1,0,1,3,3,0,2,0,1,Southpaw,185,31.0,26.0,Young Prospect,Experienced
551,JJ Aldrich,Lauren Mueller,Kevin MacDonald,10/12/2019,"Tampa, Florida, USA",Red,False,WomenFlyweight,7,0,1,0,1,1,2,0,1,0,0,Orthodox,125,14,0,0,1,3,3,2,0,3,0,0,Southpaw,125,27.0,27.0,Young Prospect,Young Prospect
552,Robert Whittaker,Israel Adesanya,Marc Goddard,10/5/2019,"Melbourne, Victoria, Australia",Blue,True,Middleweight,19,1,6,0,6,6,0,0,3,2,0,Switch,185,35,2,2,0,9,11,2,0,5,5,0,Orthodox,185,30.0,28.0,Experienced,Experienced
553,Jake Matthews,Rostem Akman,Greg Kleynjans,10/5/2019,"Melbourne, Victoria, Australia",Red,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Switch,170,25,0,2,0,3,7,4,0,1,0,4,Orthodox,170,27.0,25.0,Young Prospect,Young Prospect
554,Tai Tuivasa,Serghei Spivac,Steve Perceval,10/5/2019,"Melbourne, Victoria, Australia",Blue,False,Heavyweight,1,0,0,1,0,0,1,0,0,0,0,Orthodox,260,10,0,3,0,3,3,2,0,1,2,0,Southpaw,264,24.0,26.0,Young Prospect,Young Prospect
555,Al Iaquinta,Dan Hooker,John Sharp,10/5/2019,"Melbourne, Victoria, Australia",Blue,False,Lightweight,24,0,1,0,4,8,4,0,0,6,2,Switch,155,38,2,0,1,5,9,4,0,4,4,0,Orthodox,155,29.0,32.0,Experienced,Experienced
556,Luke Jumeau,Dhiego Lima,Marc Goddard,10/5/2019,"Melbourne, Victoria, Australia",Blue,False,Welterweight,15,2,0,1,2,3,5,0,1,1,0,Orthodox,170,9,0,1,0,1,2,1,0,2,0,0,Orthodox,170,30.0,31.0,Experienced,Experienced
557,Nadia Kassem,Ji Yeon Kim,Jim Perdios,10/5/2019,"Melbourne, Victoria, Australia",Blue,False,WomenFlyweight,12,0,0,1,2,2,2,0,0,0,0,Orthodox,125,5,0,1,0,1,1,1,0,1,0,0,Southpaw,125,29.0,23.0,Young Prospect,Experienced
558,Ion Cutelaba,Khalil Rountree Jr.,Marc Goddard,9/28/2019,"Copenhagen, Denmark",Red,False,LightHeavyweight,14,1,0,2,2,4,4,0,1,3,0,Southpaw,205,13,0,0,1,2,3,3,0,1,2,0,Southpaw,205,29.0,25.0,Young Prospect,Experienced
559,Michal Oleksiejczuk,Ovince Saint Preux,Leon Roberts,9/28/2019,"Copenhagen, Denmark",Blue,False,LightHeavyweight,43,1,4,0,4,11,8,0,1,5,4,Southpaw,205,5,0,0,1,2,2,1,0,0,2,0,Southpaw,205,36.0,24.0,Young Prospect,Experienced
560,Alen Amedovski,John Phillips,Neil Hall,9/28/2019,"Copenhagen, Denmark",Blue,False,Middleweight,7,0,0,3,0,0,3,0,0,0,0,Southpaw,185,3,0,0,1,0,0,1,0,0,0,0,Orthodox,185,34.0,31.0,Experienced,Experienced
561,Nicolas Dalby,Alex Oliveira,Rebin Saber,9/28/2019,"Copenhagen, Denmark",Red,False,Welterweight,33,0,0,1,3,9,6,0,2,4,3,Orthodox,170,12,0,1,0,1,1,3,0,0,0,0,Orthodox,170,31.0,34.0,Experienced,Experienced
562,Gunnar Nelson,Gilbert Burns,Neil Hall,9/28/2019,"Copenhagen, Denmark",Blue,False,Welterweight,27,0,3,0,3,9,3,0,3,2,4,Orthodox,170,26,0,4,0,4,8,4,0,1,0,7,Switch,170,33.0,31.0,Experienced,Experienced
563,Jack Hermansson,Jared Cannonier,Marc Goddard,9/28/2019,"Copenhagen, Denmark",Blue,False,Middleweight,18,0,0,1,2,5,4,0,1,4,0,Switch,185,18,0,1,0,4,7,2,0,2,3,2,Orthodox,185,35.0,31.0,Experienced,Experienced
564,Mark Madsen,Danilo Belluardo,Leon Roberts,9/28/2019,"Copenhagen, Denmark",Red,False,Lightweight,2,0,0,1,0,0,1,0,0,0,0,Southpaw,155,0,0,0,0,0,0,0,0,0,0,0,Orthodox,155,25.0,35.0,Experienced,Young Prospect
565,Siyar Bahadurzada,Ismail Naurdiev,Marc Goddard,9/28/2019,"Copenhagen, Denmark",Blue,False,Welterweight,6,0,1,0,1,1,1,0,1,0,0,Orthodox,170,17,0,1,0,3,4,3,0,0,3,1,Orthodox,170,23.0,35.0,Experienced,Young Prospect
566,Macy Chiasson,Lina Lansberg,Leon Roberts,9/28/2019,"Copenhagen, Denmark",Blue,False,WomenBantamweight,16,0,0,1,1,3,3,0,3,0,0,Orthodox,135,5,1,3,0,3,3,0,0,0,2,1,Orthodox,135,37.0,28.0,Experienced,Experienced
567,Marc Diakiese,Lando Vannata,Neil Hall,9/28/2019,"Copenhagen, Denmark",Red,False,Lightweight,16,0,0,1,1,2,5,0,0,1,1,Orthodox,155,18,0,3,0,3,4,3,0,2,2,0,Orthodox,155,27.0,26.0,Young Prospect,Young Prospect
568,Jack Shore,Nohelin Hernandez,Mikkel Birch Olsen,9/28/2019,"Copenhagen, Denmark",Red,False,Bantamweight,2,0,0,1,0,0,1,0,0,0,0,Orthodox,135,0,0,0,0,0,0,0,0,0,0,0,Orthodox,135,25.0,24.0,Young Prospect,Young Prospect
569,Martin Bravo,Steven Peterson,Herb Dean,9/21/2019,"Mexico City, Distrito Federal, Mexico",Blue,False,Featherweight,12,0,0,1,1,1,3,0,0,0,0,Orthodox,145,6,1,1,0,1,1,2,0,0,1,0,Southpaw,145,29.0,25.0,Young Prospect,Experienced
570,Jose Quinonez,Carlos Huachin,Dan Miragliotta,9/21/2019,"Mexico City, Distrito Federal, Mexico",Red,False,Bantamweight,2,0,0,1,0,0,1,0,0,0,0,Southpaw,135,15,1,0,1,4,4,2,0,3,0,1,Southpaw,135,23.0,29.0,Experienced,Young Prospect
571,Carla Esparza,Alexa Grasso,Jason Herzog,9/21/2019,"Mexico City, Distrito Federal, Mexico",Red,False,WomenStrawweight,13,0,1,0,1,3,2,0,2,0,0,Orthodox,125,26,2,1,0,2,5,4,0,4,0,1,Orthodox,115,26.0,31.0,Experienced,Young Prospect
572,Ariane Carnelossi,Angela Hill,Fernando Salas Navarro,9/21/2019,"Mexico City, Distrito Federal, Mexico",Blue,False,WomenStrawweight,29,0,1,0,1,4,7,0,4,0,0,Orthodox,115,0,0,0,0,0,0,0,0,0,0,0,Orthodox,115,34.0,26.0,Young Prospect,Experienced
573,Marco Polo Reyes,Kyle Nelson,Jason Herzog,9/21/2019,"Mexico City, Distrito Federal, Mexico",Blue,False,Featherweight,5,0,0,2,0,0,2,0,0,0,0,Switch,155,12,0,3,0,3,4,3,0,0,3,0,Orthodox,155,28.0,34.0,Experienced,Experienced
