R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_avg_KD,B_avg_opp_KD,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
Jonathan Martinez,Davey Grant,Chris Tognoni,3/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0.5,0.625,701.4375,15,1,0,1,2,3,3,0,0,1,1,1,0,0,Orthodox,172.72,135,0.8125,0.0625,835.125,18,0,0,1,2,4,2,0,0,0,2,2,0,0,Southpaw,172.72,135,35,26
Dan Ige,Gavin Tucker,Mike Beltran,3/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0,0.3125,837.875,15,0,1,0,3,4,1,0,0,0,2,0,2,0,Southpaw,167.64000000000001,145,0.09375,0.25,1167.640625,22,0,0,1,6,6,2,0,0,2,2,1,1,0,Orthodox,170.18,145,34,29
Cortney Casey,JJ Aldrich,Mark Smith,3/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenFlyweight,0,0,847.625,20,0,0,1,3,4,3,0,0,0,4,0,0,0,Southpaw,165.1,125,0,0.000488281,715.0507813,30,0,0,2,2,5,7,0,0,1,1,1,2,0,Orthodox,170.18,125,28,33
Matthew Semelsberger,Jason Witt,Chris Tognoni,3/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0,0.5,238.5,3,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,177.8,170,1,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Switch,185.42,170,34,28
Rani Yahya,Ray Rodriguez,Herb Dean,3/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0,0,39,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,135,0,0.5,764.2143249511719,42,0,1,0,4,11,6,0,0,1,4,0,6,0,Orthodox,167.64000000000001,135,33,36
Gloria de Paula,Jinh Yu Frey,Mike Beltran,3/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenStrawweight,0,0,823,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Southpaw,160.02,115,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,115,35,25
Dominick Cruz,Casey Kenney,Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0,0,810.375,16,0,2,0,3,5,1,0,0,0,4,0,1,0,Southpaw,170.18,140,0.125,1,1004.03125,28,6,5,0,5,5,2,0,0,1,3,1,0,0,Orthodox,172.72,135,29,35
Song Yadong,Kyler Phillips,Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0,0,622,5,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,172.72,135,0.1875,0,773.46875,13,0,4,0,4,5,1,0,0,0,2,2,1,0,Orthodox,172.72,145,25,23
Petr Yan,Aljamain Sterling,Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Blue,TRUE,Bantamweight,0,0.03515625,457.1425781,36,0,4,0,5,11,3,0,0,0,6,1,4,0,Orthodox,170.18,135,1.53125,0.0625,1067.5625,20,1,7,0,7,7,0,0,0,0,3,4,0,0,Switch,170.18,135,31,28
Jan Blachowicz,Israel Adesanya,Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Red,TRUE,LightHeavyweight,1.05078125,0,852.3007813,28,4,9,0,9,9,0,0,0,1,4,4,0,0,Switch,193.04,185,0.825195313,0.03125,587.8077392578125,39,1,1,0,4,10,5,0,0,1,3,4,2,0,Orthodox,187.96,205,31,38
Thiago Santos,Aleksandar Rakic,Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,LightHeavyweight,0.71875,0.0625,752.4375,14,0,4,0,4,5,1,0,0,0,3,2,0,0,Orthodox,193.04,205,0.7604007720947266,0.008422852,876.8006668,40,1,0,1,4,13,7,0,0,0,2,11,0,0,Orthodox,187.96,205,29,37
Joseph Benavidez,Askar Askarov,Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Flyweight,0,0.25,900,9,0,0,1,2,2,1,0,0,0,2,0,0,0,Orthodox,167.64000000000001,125,0.18762588500976562,1.25793457,413.0396842956543,48,3,3,0,6,15,5,0,0,1,8,5,1,0,Southpaw,162.56,125,28,36
Amanda Nunes,Megan Anderson,Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Red,TRUE,WomenFeatherweight,0.5,0,250.3125,7,0,0,1,2,3,2,0,0,0,0,2,1,0,Orthodox,182.88,145,0.251464844,0,1228.584716796875,34,8,2,0,11,13,1,0,0,1,3,7,2,0,Orthodox,172.72,145,31,32
Islam Makhachev,Drew Dober,Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.388671875,0,391.5231934,29,0,0,2,3,9,6,0,0,0,3,5,1,0,Southpaw,172.72,155,0.5625,0.0078125,760.53125,17,0,1,0,6,7,1,0,0,0,4,1,2,0,Southpaw,177.8,155,32,29
Tim Elliott,Jordan Espinosa,Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Flyweight,0,0,755.5625,11,0,1,0,1,2,3,0,0,0,2,0,0,0,Orthodox,167.64000000000001,125,0.00012207,0,727.8164063,36,1,0,1,2,5,9,0,0,0,4,0,1,0,Southpaw,170.18,125,31,34
Livinha Souza,Amanda Lemos,Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenStrawweight,0.5,0,624,6,0,0,1,2,2,1,0,0,0,1,0,1,0,Southpaw,162.56,115,0,0,797.625,10,0,2,0,2,3,1,0,0,1,1,0,1,0,Orthodox,160.02,115,33,29
Rogerio Bontorin,Kai Kara-France,Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Flyweight,0.59375,1.03125,624,17,0,3,0,3,4,2,0,0,1,3,0,0,0,Orthodox,162.56,125,0,0,719,7,0,2,0,2,2,1,0,0,1,0,0,0,1,Orthodox,165.1,125,27,28
Uros Medic,Aalon Cruz,Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,85,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Switch,182.88,145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,155,31,27
Sean Brady,Jake Matthews,Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.78125,0.000488281,861.5285645,34,0,2,0,3,10,4,0,0,1,4,0,4,1,Orthodox,180.34,170,0.25,0,653.5,8,0,3,0,3,3,0,0,0,0,2,0,1,0,Orthodox,177.8,170,26,28
Mario Bautista,Trevin Jones,Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,1,1,419,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,140,0.5,0.25,478.25,6,0,0,1,2,2,1,0,0,0,1,1,0,0,Switch,175.26,135,30,27
Jairzinho Rozenstruik,Ciryl Gane,Herb Dean,2/27/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,0.625,0,594.25,9,0,4,0,4,4,0,0,0,0,1,1,2,0,Orthodox,193.04,245,0.75,0.25,468.65625,12,0,4,0,4,5,1,0,0,0,0,5,0,0,Orthodox,193.04,242,30,32
Montana De La Rosa,Mayra Bueno Silva,Jerin Valel,2/27/2021,"Las Vegas, Nevada, USA",Draw,FALSE,WomenFlyweight,0,0,373.25,5,0,1,0,1,2,1,0,0,0,0,0,2,0,Orthodox,167.64000000000001,135,0.25,0,846.71875,15,0,3,0,3,4,2,0,0,0,1,0,3,0,Orthodox,170.18,125,29,26
Alexander Hernandez,Thiago Moises,Mark Smith,2/27/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Lightweight,0,0.125,756.25,14,0,0,1,2,3,2,0,0,0,2,0,1,0,Orthodox,175.26,155,0.53125,0.0625,368.875,12,0,2,0,2,4,2,0,0,0,2,2,0,0,Orthodox,175.26,155,25,28
Pedro Munhoz,Jimmie Rivera,Herb Dean,2/27/2021,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0.033203125,0.53125,871.3222656,26,0,5,0,5,7,3,0,0,1,5,1,0,0,Orthodox,162.56,135,0.28125,0,1070.5538330078125,31,0,0,1,4,8,6,0,0,0,2,3,3,0,Orthodox,167.64000000000001,135,31,34
Alex Caceres,Kevin Croom,Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,1,0,31,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,180.34,155,0.25881958,0.015885353088378906,507.8983235359192,59,0,0,2,3,12,11,0,0,3,5,0,3,1,Southpaw,177.8,145,33,32
Alexis Davis,Sabina Mazo,Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,FALSE,WomenBantamweight,0.5,0,868.5,12,0,0,1,3,3,1,0,0,1,1,0,1,0,Orthodox,170.18,135,0,0,886.6328125,29,1,3,0,3,6,5,0,0,2,3,0,1,0,Orthodox,167.64000000000001,135,23,36
Nikita Krylov,Magomed Ankalaev,Mark Smith,2/27/2021,"Las Vegas, Nevada, USA",Blue,FALSE,LightHeavyweight,1.21875,0,307.875,12,0,0,1,5,5,1,0,0,0,1,4,0,0,Orthodox,190.5,205,0.017822266,0.000976563,779.1535645,23,0,0,1,5,8,5,0,0,0,1,3,4,0,Orthodox,190.5,205,28,28
Dustin Jacoby,Maxim Grishin,Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,FALSE,LightHeavyweight,0,0,749,5,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,190.5,220,1,0,471,7,0,0,2,1,1,2,0,0,0,0,1,0,0,Orthodox,190.5,205,36,32
Aleksei Oleinik,Chris Daukaus,Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,2,0,156.5,2,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,190.5,250,0.002197266,0.599609375,475.6599121,21,0,2,0,2,8,5,0,0,1,0,1,6,0,Orthodox,187.96,240,31,43
Charles Rosa,Darrick Minner,Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Featherweight,0,0,225,3,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,170.18,145,0,0.09375,796.8046875,22,0,0,1,1,4,4,0,0,1,1,0,2,0,Switch,175.26,145,30,34
Phil Hawes,Nassourdine Imavov,Chris Tognoni,2/20/2021,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,190.5,185,1,0,18,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,182.88,185,25,32
Curtis Blaydes,Derrick Lewis,Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,0.524536133,0.062515259,565.1406917572021,46,1,2,0,6,15,5,0,0,2,2,11,0,0,Orthodox,190.5,260,0.00390625,0.0390625,977.7285156,30,0,0,1,4,9,3,0,0,0,4,4,0,1,Orthodox,193.04,265,36,30
Eddie Wineland,John Castaneda,Jason Herzog,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Switch,167.64000000000001,135,0.580810547,0.504882813,399.7260742,32,1,0,2,2,6,8,0,0,1,0,5,0,0,Orthodox,170.18,135,29,36
Andrei Arlovski,Tom Aspinall,Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,0.5,0,70,2,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,195.57999999999998,256,1.2026168406009674e-05,0.1292496328242123,790.8461994910613,72,5,1,0,7,19,14,0,0,1,7,9,2,0,Orthodox,190.5,240,27,42
Jared Gordon,Danny Chavez,Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,172.72,145,0,0.28125,658,16,0,2,0,2,4,3,0,0,0,3,1,0,0,Orthodox,175.26,145,33,32
Ketlen Vieira,Yana Kunitskaya,Jason Herzog,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenBantamweight,0,0.25,789.8125,13,1,0,1,2,3,2,0,0,0,3,0,0,0,Orthodox,167.64000000000001,135,0,0.25,726.25,15,0,4,0,4,5,1,0,0,2,2,0,1,0,Orthodox,172.72,135,31,29
Nate Landwehr,Julian Erosa,Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Featherweight,0,0.84375,713.1875,15,0,1,0,1,2,4,0,0,1,0,0,1,0,Southpaw,185.42,145,0,0.5,531.5,4,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,175.26,145,31,32
Maycee Barber,Alexa Grasso,Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenFlyweight,0,0,854,19,0,1,0,1,4,3,0,0,1,3,0,0,0,Orthodox,165.1,125,0,0.5,608.75,8,0,3,0,3,3,1,0,0,0,0,3,0,0,Switch,165.1,125,27,22
Belal Muhammad,Dhiego Lima,Herb Dean,2/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.15625,0.28515625,760.2851563,18,2,0,1,3,4,5,0,0,2,1,1,0,0,Orthodox,187.96,170,0,0.129882813,852.1064453,31,0,0,1,4,8,3,0,0,1,5,1,1,0,Orthodox,180.34,170,32,32
Maki Pitolo,Julian Marquez,Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Middleweight,0,0,681,5,0,1,0,1,1,1,0,0,0,0,0,1,0,Orthodox,187.96,185,0,0,664,9,0,0,1,1,1,3,0,0,0,0,1,0,0,Orthodox,177.8,185,30,30
Kamaru Usman,Gilbert Burns,Herb Dean,2/13/2021,"Las Vegas, Nevada, USA",Red,TRUE,Welterweight,0.271484375,0.016113281,993.7979125976562,36,0,3,0,6,12,3,0,0,0,5,3,4,0,Orthodox,177.8,170,0.54296875,0,1462.776855,43,4,12,0,12,12,0,0,0,0,9,2,1,0,Switch,182.88,170,34,33
Ricky Simon,Brian Kelleher,Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0.12890625,0.03125,346.7578125,19,0,1,0,2,6,4,0,0,0,1,2,3,0,Switch,167.64000000000001,145,0.0625,0.078125,666.625,18,0,3,0,3,5,2,0,0,1,2,1,1,0,Orthodox,167.64000000000001,135,34,28
Kelvin Gastelum,Ian Heinisch,Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0.5625,0,487,13,0,2,0,2,3,2,0,0,0,2,1,0,0,Orthodox,180.34,185,0.1308746337890625,0.500030518,533.9975280761719,44,2,5,0,5,10,7,0,0,3,2,3,2,0,Southpaw,175.26,185,32,29
Polyana Viana,Mallory Martin,Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Red,FALSE,WomenStrawweight,0,0.5,384.5,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,162.56,115,0,0.125,256.875,9,0,1,0,1,2,3,0,0,0,0,0,2,0,Orthodox,165.1,115,27,28
Rodolfo Vieira,Anthony Hernandez,Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Middleweight,0,0.5,256,5,0,0,1,1,1,2,0,0,0,0,0,1,0,Orthodox,182.88,185,0,0,372,3,0,2,0,2,2,0,0,0,0,0,0,2,0,Orthodox,182.88,185,27,31
Andre Ewell,Chris Gutierrez,Chris Tognoni,2/13/2021,"Las Vegas, Nevada, USA",Blue,FALSE,CatchWeight,0.5,0,795,13,0,0,1,3,3,2,0,0,1,1,1,0,0,Orthodox,175.26,145,0.03125,0.03125,885.625,18,0,1,0,2,4,2,0,0,3,1,0,0,0,Southpaw,172.72,135,29,33
Karol Rosa,Joselyne Edwards,Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,WomenBantamweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,172.72,135,0.5,0,900,6,0,2,0,2,2,0,0,0,1,1,0,0,0,Orthodox,165.1,135,25,26
Devonte Smith,Justin Jaynes,Keith Peterson,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,CatchWeight,0.5,0.5,309,5,0,1,0,1,1,2,0,0,0,0,1,0,0,Orthodox,170.18,155,0.5,0.5,197.25,3,0,2,0,2,2,1,0,0,0,0,2,0,0,Orthodox,175.26,155,31,27
Michael Johnson,Clay Guida,Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Lightweight,0.039550840854644775,0.008088589,611.8773628845811,74,0,1,0,4,15,14,0,0,3,6,2,4,0,Orthodox,170.18,155,0.002096653,0.12500381469726562,594.9652609825134,58,1,0,1,4,11,12,0,0,1,6,4,0,0,Southpaw,177.8,155,39,34
Alistair Overeem,Alexander Volkov,Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,0.046875,0.0703125,788.46875,26,0,4,0,4,6,2,0,0,1,2,3,0,0,Orthodox,200.66,250,0.3161964416503906,0.3868827819824219,964.5140800476074,42,1,1,0,4,12,7,0,1,0,2,9,0,0,Orthodox,193.04,265,32,40
Diego Ferreira,Beneil Dariush,Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,Lightweight,0.7597732543945312,0.019546509,320.9757766723633,36,0,1,0,5,13,5,0,0,1,4,3,5,0,Southpaw,177.8,155,0.033203125,0.015625,588.3417969,21,0,2,0,6,8,2,0,0,0,3,3,2,0,Orthodox,175.26,155,31,36
Cory Sandhagen,Frankie Edgar,Keith Peterson,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0.001991272,0.2890815734863281,1077.3733602017164,94,9,3,0,5,18,9,0,0,1,10,4,2,1,Orthodox,167.64000000000001,135,0.546875,0,392.734375,14,0,5,0,5,6,1,0,0,1,1,3,1,0,Switch,180.34,135,39,28
Mike Rodriguez,Danilo Marques,Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,LightHeavyweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,198.12,205,1.3125,0.125,512.71875,12,0,0,1,1,2,4,0,0,0,0,2,0,0,Southpaw,193.04,205,35,32
Ode Osbourne,Jerome Rivera,Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0,0.5,617,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Southpaw,177.8,145,0,0,169,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,170.18,145,25,29
SeungWoo Choi,Youssef Zalal,Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0.25,0,900,12,0,3,0,3,3,1,0,0,0,3,0,0,0,Switch,177.8,145,0.5,0,874.25,9,0,0,2,1,1,2,0,0,0,1,0,0,0,Orthodox,182.88,145,24,28
Molly McCann,Lara Procopio,Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,FALSE,WomenFlyweight,0,1,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,162.56,125,0,0,870.3125,14,0,0,1,3,3,2,0,0,0,3,0,0,0,Orthodox,162.56,125,25,30
Timur Valiev,Martin Day,Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0.5,0.5,552,7,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,177.8,145,1,1,419,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64000000000001,145,32,31
Andrew Sanchez,Makhmud Muradov,Jason Herzog,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,FALSE,Middleweight,0.5,0,874.5,6,0,2,0,2,2,0,0,0,0,1,1,0,0,Orthodox,187.96,185,0.5625,0.015625,568.375,22,1,2,0,2,5,3,0,0,0,4,1,0,0,Orthodox,185.42,185,30,32
Julianna Pena,Sara McMann,Keith Peterson,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,WomenBantamweight,0.00390625,0.008789063,689.8671875,22,1,1,0,3,6,5,0,0,1,2,1,2,0,Orthodox,167.64000000000001,135,0,0,791.40625,16,1,4,0,4,5,2,0,0,0,3,2,0,0,Orthodox,167.64000000000001,135,40,31
Jessica Eye,Joanne Calderwood,Keith Peterson,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,FALSE,WomenFlyweight,0.009765625,0,559.4746094,25,0,1,0,2,6,5,0,0,1,3,1,1,0,Orthodox,167.64000000000001,125,0,0.125976563,1128.000977,39,1,0,2,3,5,8,0,0,2,2,0,0,1,Orthodox,167.64000000000001,125,35,34
Dustin Poirier,Conor McGregor,Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Lightweight,1.093261719,0,469.652832,25,4,7,0,7,10,2,0,1,0,1,8,0,0,Southpaw,175.26,155,0.065246582,0.00201416,1202.237241268158,58,2,4,0,4,18,6,0,1,0,6,8,3,0,Southpaw,175.26,155,32,32
Brad Tavares,Antonio Carlos Junior,Marc Goddard,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Middleweight,0,0.5,767.3662109,29,1,1,0,5,7,5,0,0,0,2,0,5,0,Orthodox,187.96,185,0.18750762939453125,1.0117263793945312,645.5224609,49,0,2,0,5,12,6,0,0,2,8,2,0,0,Orthodox,185.42,185,30,33
Arman Tsarukyan,Matt Frevola,Lukasz Bosacki,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Lightweight,0,0.5,795,10,0,0,2,2,2,2,0,0,1,1,0,0,0,Orthodox,175.26,155,0,0,900,9,0,0,1,2,2,1,0,0,0,2,0,0,0,Orthodox,170.18,155,30,24
Marina Rodriguez,Amanda Ribas,Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,WomenStrawweight,0,0,461.75,9,0,4,0,4,4,0,0,0,0,2,0,2,0,Orthodox,160.02,125,0.0625,0,900,15,0,0,1,2,2,3,0,0,0,2,0,0,0,Orthodox,167.64000000000001,115,27,33
Amir Albazi,Zhalgas Zhumagulov,Jason Herzog,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Flyweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Switch,162.56,125,0,0,282,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,165.1,125,32,27
Khalil Rountree Jr.,Marcin Prachnio,Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,FALSE,LightHeavyweight,0,1.25,181.5,3,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,190.5,205,1.08984375,0.125,360.7617188,15,1,0,2,2,4,5,0,0,0,1,3,0,0,Southpaw,185.42,205,32,30
Nik Lentz,Movsar Evloev,Lukasz Bosacki,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,FALSE,CatchWeight,0,0,900,9,0,3,0,3,3,0,0,0,0,3,0,0,0,Orthodox,170.18,145,0.06262207,0.25098156929016113,741.1738204956055,64,0,1,0,4,14,10,0,0,2,7,3,2,0,Orthodox,172.72,145,26,36
Omari Akhmedov,Tom Breese,Lukasz Bosacki,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Middleweight,0.65625,0,242.734375,11,0,3,0,3,5,2,0,0,0,1,4,0,0,Southpaw,190.5,185,0.002197266,0.002197266,898.3200684,33,0,1,0,3,8,5,0,0,1,5,2,0,0,Orthodox,182.88,185,29,33
Warlley Alves,Mounir Lazzez,Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Welterweight,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,185.42,170,0.250976563,0,549.8701172,27,1,4,0,4,7,4,0,0,0,2,1,3,1,Orthodox,180.34,170,33,30
Matt Schnell,Tyson Nam,Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Flyweight,0.75,0,400,9,0,0,2,2,2,2,0,0,0,0,2,0,0,Orthodox,170.18,125,0,0.515625,266.046875,11,0,0,2,4,4,3,0,0,1,1,0,2,0,Orthodox,172.72,125,37,31
Roxanne Modafferi,Viviane Araujo,Keith Peterson,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,FALSE,WomenFlyweight,0.125,0,868.5,12,0,2,0,2,3,1,0,0,0,2,1,0,0,Orthodox,162.56,125,0.125,0.015625,899.3125,28,1,0,2,1,4,5,0,0,1,2,1,0,0,Orthodox,170.18,125,34,38
Ike Villanueva,Vinicius Moreira,Jason Herzog,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,LightHeavyweight,0,1,178,3,0,0,3,0,0,3,0,0,0,0,0,0,0,Orthodox,193.04,205,0,1,220,3,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,185.42,225,31,36
Michael Chiesa,Neil Magny,Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Welterweight,0.031253814697265625,0.129882813,883.5130150318146,61,0,1,0,7,17,6,0,0,1,10,5,1,0,Orthodox,190.5,170,0.000244141,0,765.4797363,30,1,2,0,3,10,4,0,0,0,4,0,6,0,Southpaw,185.42,170,33,33
Lerone Murphy,Douglas Silva de Andrade,Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Featherweight,0.046875,0,800.15625,19,0,0,1,2,4,3,0,0,0,3,1,0,0,Orthodox,170.18,145,0,0.5,579,4,0,0,1,1,1,1,0,0,0,0,1,0,0,Orthodox,175.26,145,35,29
Su Mudaerji,Zarrukh Adashev,Jason Herzog,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Flyweight,0,1,32,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,165.1,125,0.5,0,353.75,6,0,0,1,2,2,1,0,0,0,1,1,0,0,Southpaw,172.72,125,28,25
Francisco Figueiredo,Jerome Rivera,Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Flyweight,0,1,334,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,177.8,145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64000000000001,135,25,31
Dalcha Lungiambula,Markus Perez,Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,FALSE,Middleweight,0,0.5,464.625,13,0,0,1,1,2,4,0,0,0,0,0,2,0,Orthodox,185.42,185,0.5,0.5,635.5,6,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,172.72,185,32,33
